,timestamp_x,ACCEL_X,ACCEL_Y,ACCEL_Z,timestamp_y,GYRO_X,GYRO_Y,GYRO_Z
130,2016-03-15 21:27:17.74,-0.783,-0.108,-0.652,2016-03-15 21:27:18.52,-41.037,61.463,9.329
131,2016-03-15 21:27:17.74,-0.871,-0.005,-0.586,2016-03-15 21:27:18.52,-39.268,64.207,-3.598
132,2016-03-15 21:27:17.74,-0.739,-0.001,-0.649,2016-03-15 21:27:18.52,-53.232,44.39,-24.329
133,2016-03-15 21:27:17.74,-0.793,0.0,-0.677,2016-03-15 21:27:18.52,-51.707,26.28,-37.134
134,2016-03-15 21:27:17.74,-0.747,-0.114,-0.713,2016-03-15 21:27:18.52,-39.39,15.061,-45.305
135,2016-03-15 21:27:17.74,-0.691,-0.13,-0.76,2016-03-15 21:27:18.52,-39.39,30.305,-60.183
136,2016-03-15 21:27:17.74,-0.709,-0.204,-0.696,2016-03-15 21:27:18.52,-28.171,29.451,-76.22
137,2016-03-15 21:27:17.74,-0.739,-0.099,-0.775,2016-03-15 21:27:18.52,-31.098,28.11,-80.732
138,2016-03-15 21:27:17.74,-0.688,-0.283,-0.772,2016-03-15 21:27:18.53,-39.451,14.939,-73.659
139,2016-03-15 21:27:17.74,-0.643,-0.307,-0.658,2016-03-15 21:27:18.53,-31.037,13.11,-72.134
140,2016-03-15 21:27:17.74,-0.726,-0.207,-0.719,2016-03-15 21:27:18.53,-19.573,14.146,-69.634
141,2016-03-15 21:27:17.74,-0.681,-0.246,-0.675,2016-03-15 21:27:18.53,-30.915,11.951,-61.829
142,2016-03-15 21:27:17.74,-0.658,-0.312,-0.642,2016-03-15 21:27:18.53,15.0,5.793,-55.61
143,2016-03-15 21:27:17.74,-0.793,-0.285,-0.821,2016-03-15 21:27:18.53,-14.695,-5.122,-56.646
144,2016-03-15 21:27:17.74,-0.836,-0.397,-0.832,2016-03-15 21:27:18.53,-8.171,1.89,-53.659
145,2016-03-15 21:27:17.74,-0.789,-0.466,-0.765,2016-03-15 21:27:18.53,7.622,0.732,-44.573
146,2016-03-15 21:27:17.74,-0.805,-0.472,-0.733,2016-03-15 21:27:18.53,21.28,-19.39,-42.805
147,2016-03-15 21:27:17.74,-0.84,-0.457,-0.633,2016-03-15 21:27:18.53,19.817,-10.793,-34.878
148,2016-03-15 21:27:17.74,-0.792,-0.457,-0.515,2016-03-15 21:27:18.53,22.988,-15.61,-20.61
149,2016-03-15 21:27:17.74,-0.741,-0.419,-0.459,2016-03-15 21:27:18.53,13.72,-32.317,-7.439
150,2016-03-15 21:27:17.74,-0.757,-0.407,-0.5,2016-03-15 21:27:18.53,-13.171,-35.61,0.427
151,2016-03-15 21:27:17.74,-0.783,-0.406,-0.451,2016-03-15 21:27:18.53,-5.122,-45.732,3.841
152,2016-03-15 21:27:17.74,-0.81,-0.353,-0.33,2016-03-15 21:27:18.53,20.244,-63.11,8.537
153,2016-03-15 21:27:17.74,-0.871,-0.385,-0.341,2016-03-15 21:27:18.53,38.232,-73.415,12.439
154,2016-03-15 21:27:17.74,-0.832,-0.34,-0.246,2016-03-15 21:27:18.53,40.976,-76.402,19.939
155,2016-03-15 21:27:17.74,-0.764,-0.308,-0.186,2016-03-15 21:27:18.53,52.927,-79.634,22.195
156,2016-03-15 21:27:17.74,-0.724,-0.259,-0.138,2016-03-15 21:27:18.53,67.195,-80.61,23.902
157,2016-03-15 21:27:17.74,-0.736,-0.244,-0.117,2016-03-15 21:27:18.53,66.463,-83.293,30.854
158,2016-03-15 21:27:17.74,-0.805,-0.186,-0.042,2016-03-15 21:27:18.53,71.159,-81.829,31.28
159,2016-03-15 21:27:17.74,-0.933,-0.185,0.055,2016-03-15 21:27:18.53,68.354,-80.183,32.805
160,2016-03-15 21:27:17.74,-0.976,-0.138,-0.0,2016-03-15 21:27:18.53,60.61,-70.793,35.854
161,2016-03-15 21:27:17.74,-0.908,-0.107,-0.005,2016-03-15 21:27:18.53,58.049,-57.805,36.951
162,2016-03-15 21:27:17.74,-0.926,-0.073,0.033,2016-03-15 21:27:18.53,53.72,-43.963,37.195
163,2016-03-15 21:27:17.74,-1.0,-0.089,0.133,2016-03-15 21:27:18.53,39.878,-32.683,40.305
164,2016-03-15 21:27:17.74,-0.993,-0.157,0.194,2016-03-15 21:27:18.53,18.293,-30.305,41.585
165,2016-03-15 21:27:17.74,-0.973,-0.198,0.196,2016-03-15 21:27:18.53,-7.622,-17.073,41.341
166,2016-03-15 21:27:17.74,-1.018,-0.122,0.211,2016-03-15 21:27:18.53,-35.061,-13.049,37.744
167,2016-03-15 21:27:17.74,-0.955,-0.091,0.254,2016-03-15 21:27:18.53,-55.0,-19.451,34.695
168,2016-03-15 21:27:17.74,-0.928,-0.105,0.23,2016-03-15 21:27:18.53,-57.134,-24.512,30.976
169,2016-03-15 21:27:17.75,-0.895,-0.083,0.19,2016-03-15 21:27:18.53,-43.78,-20.61,21.159
170,2016-03-15 21:27:17.75,-0.941,-0.083,0.193,2016-03-15 21:27:18.53,-36.402,-13.963,8.841
171,2016-03-15 21:27:17.75,-1.011,-0.132,0.27,2016-03-15 21:27:18.53,-39.207,-5.793,0.122
172,2016-03-15 21:27:17.75,-1.072,-0.163,0.332,2016-03-15 21:27:18.53,-37.866,-5.366,-7.683
173,2016-03-15 21:27:17.75,-1.235,-0.127,0.298,2016-03-15 21:27:18.53,-30.61,-7.378,-15.183
174,2016-03-15 21:27:17.75,-1.21,-0.077,0.261,2016-03-15 21:27:18.53,-19.878,-5.305,-22.805
175,2016-03-15 21:27:17.75,-1.132,-0.089,0.246,2016-03-15 21:27:18.53,-9.207,-6.341,-29.512
176,2016-03-15 21:27:17.75,-0.961,-0.177,0.183,2016-03-15 21:27:18.53,0.732,-16.463,-39.024
177,2016-03-15 21:27:17.75,-0.858,-0.226,0.062,2016-03-15 21:27:18.53,5.671,-30.183,-43.659
178,2016-03-15 21:27:17.75,-0.8,-0.362,0.007,2016-03-15 21:27:18.53,-27.561,-33.537,-34.451
179,2016-03-15 21:27:17.75,-0.849,-0.462,0.046,2016-03-15 21:27:18.53,-58.78,-31.829,-23.841
180,2016-03-15 21:27:17.75,-0.967,-0.39,0.088,2016-03-15 21:27:18.53,-48.841,-34.146,-18.598
181,2016-03-15 21:27:17.75,-0.994,-0.344,0.138,2016-03-15 21:27:18.53,-43.902,-32.012,-10.793
182,2016-03-15 21:27:17.75,-0.93,-0.392,0.164,2016-03-15 21:27:18.53,-46.646,-26.951,-2.622
183,2016-03-15 21:27:17.75,-0.902,-0.452,0.161,2016-03-15 21:27:18.54,-50.854,-19.817,0.732
184,2016-03-15 21:27:17.75,-0.901,-0.47,0.178,2016-03-15 21:27:18.54,-69.39,-26.89,6.829
185,2016-03-15 21:27:17.75,-0.891,-0.432,0.163,2016-03-15 21:27:18.54,-85.61,-42.134,17.927
186,2016-03-15 21:27:17.75,-0.881,-0.407,0.178,2016-03-15 21:27:18.54,-94.573,-42.5,27.256
187,2016-03-15 21:27:17.75,-0.888,-0.407,0.231,2016-03-15 21:27:18.54,-91.402,-34.695,27.805
188,2016-03-15 21:27:17.75,-0.905,-0.402,0.224,2016-03-15 21:27:18.54,-83.476,-30.366,29.146
189,2016-03-15 21:27:17.75,-0.891,-0.403,0.248,2016-03-15 21:27:18.54,-80.488,-35.305,32.561
190,2016-03-15 21:27:17.75,-0.874,-0.413,0.288,2016-03-15 21:27:18.54,-72.683,-29.634,33.78
191,2016-03-15 21:27:17.75,-0.884,-0.382,0.306,2016-03-15 21:27:18.54,-68.78,-19.939,35.488
192,2016-03-15 21:27:17.75,-0.903,-0.344,0.329,2016-03-15 21:27:18.54,-63.11,-15.488,36.89
193,2016-03-15 21:27:17.75,-0.927,-0.343,0.342,2016-03-15 21:27:18.54,-56.098,-16.341,38.11
194,2016-03-15 21:27:17.75,-0.957,-0.348,0.355,2016-03-15 21:27:18.54,-46.28,-10.183,36.159
